source_crop,crop_type,lat,lon,year,season,survey_date,is_duplicate,satellite_status,valid_cropfusion_sample,rejection_reasons,primary_reason
Coconut,coconut,12.981379,75.1196854,2020,Kharif,2020-09-06,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9008081,75.0290601,2020,Kharif,2020-09-24,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8995771,75.0158139,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8996083,75.0158483,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8996809,75.0261535,2020,Kharif,2020-08-18,False,FULL,True,accepted,accepted
Coconut,coconut,12.8998205,75.026044,2020,Kharif,2020-08-18,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9189483,75.0303919,2020,Kharif,2020-08-18,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.898359,75.031508,2020,Kharif,2020-08-18,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9639217,75.0996204,2020,Kharif,2020-09-07,False,FULL,True,accepted,accepted
Pepper (Black),pepper,12.9633922,75.0980608,2020,Kharif,2020-09-07,False,FULL,True,accepted,accepted
Pepper (Black),pepper,12.9634114,75.0980241,2020,Kharif,2020-09-07,True,FULL,False,duplicate,duplicate
Pepper (Black),pepper,12.963377,75.0980608,2020,Kharif,2020-09-07,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.90079,75.029051,2020,Kharif,2020-09-24,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9029254,75.0385056,2020,Kharif,2020-10-14,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9499874,75.0214326,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9470543,75.0238623,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9470773,75.0238663,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Pepper (Black),pepper,12.9470789,75.0238653,2020,Kharif,2020-09-29,False,FULL,True,accepted,accepted
Pepper (Black),pepper,12.9470972,75.0238257,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Pepper (Black),pepper,12.9470994,75.0238286,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8997358,75.0151207,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8996617,75.0151767,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9470878,75.0237915,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9464632,75.0246275,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9464564,75.0245807,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9464644,75.0247272,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.946391,75.024601,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.899565,75.0151117,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9012729,75.0146819,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9015081,75.0148526,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9094455,75.030271,2020,Kharif,2020-09-24,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9068317,75.0250324,2020,Kharif,2020-09-24,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9129282,75.0311977,2020,Kharif,2020-10-15,False,FULL,True,accepted,accepted
Coconut,coconut,12.9127667,75.0313364,2020,Kharif,2020-10-15,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9127003,75.031526,2020,Kharif,2020-10-15,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9095275,75.0284783,2020,Kharif,2020-10-15,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8983422,75.0260785,2020,Kharif,2020-09-23,False,FULL,True,accepted,accepted
Coconut,coconut,12.8983787,75.0260774,2020,Kharif,2020-09-23,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8983682,75.0258669,2020,Kharif,2020-09-23,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8983357,75.025849,2020,Kharif,2020-09-23,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8983508,75.0258303,2020,Kharif,2020-09-23,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9453501,75.027421,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Pepper (Black),pepper,12.9453228,75.0273846,2020,Kharif,2020-09-29,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.898359,75.031508,2020,Kharif,2020-08-18,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.898359,75.031508,2020,Kharif,2020-08-18,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9196527,75.030749,2020,Kharif,2020-08-18,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9095999,75.0282124,2020,Kharif,2020-10-15,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.909108,75.0285809,2020,Kharif,2020-10-15,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9460744,75.0084518,2020,Kharif,2020-08-18,False,FULL,True,accepted,accepted
Coconut,coconut,12.8995421,75.0248522,2020,Kharif,2020-09-23,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8994978,75.0247766,2020,Kharif,2020-09-23,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8994707,75.026521,2020,Kharif,2020-08-19,False,FULL,True,accepted,accepted
Coconut,coconut,12.9433215,75.0262297,2020,Kharif,2020-10-19,False,FULL,True,accepted,accepted
Coconut,coconut,12.9495706,75.0091543,2020,Kharif,2020-08-25,False,FULL,True,accepted,accepted
Coconut,coconut,12.9497914,75.0092327,2020,Kharif,2020-08-25,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9014983,75.014875,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9015133,75.0148633,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.901458,75.0141585,2020,Kharif,2020-10-08,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9206488,75.0313368,2020,Kharif,2020-08-19,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.8977378,75.0266981,2020,Kharif,2020-08-19,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9206198,75.0321185,2020,Kharif,2020-08-19,True,FULL,False,duplicate,duplicate
Coconut,coconut,12.9208657,75.0323319,2020,Kharif,2020-08-19,True,FULL,False,duplicate,duplicate
