pepper_field_id,pepper_lat,pepper_lon,nearest_coconut_field_id,nearest_coconut_lat,nearest_coconut_lon,distance_m,distance_band
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=445251135,12.9690684,75.1116328,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=445251146,12.9690669,75.1115825,5.452983821168119,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=445251148,12.9662448,75.1195792,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=445102387,12.9646867,75.1213044,254.88064327584135,>100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=40004007,12.9728288,75.1161502,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157710,12.9738197,75.1160606,110.60996814393803,>100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=40004095,12.9734863,75.1161337,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157710,12.9738197,75.1160606,37.909128402681006,25-50
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=40004195,12.9736382,75.1152433,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157710,12.9738197,75.1160606,90.83025746364261,50-100
Bantwal|BANTVALA|AMTADI|SURVEYID=40005379,12.9109075,75.0331607,Bantwal|BANTVALA|AMTADI|SURVEYID=40005379,12.9109122,75.0331637,0.6155087499217669,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=40016952,12.9203006,75.0310762,Bantwal|BANTVALA|AMTADI|SURVEYID=40016952,12.9202883,75.0310767,1.368770710740588,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42124794,12.9633922,75.0980608,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,68.07040415204807,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130202,12.9634114,75.0980241,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,65.23385191884334,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130210,12.963377,75.0980608,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,67.47363818958908,50-100
Bantwal|BANTVALA|ARALA|SURVEYID=444061967,12.9470789,75.0238653,Bantwal|BANTVALA|ARALA|SURVEYID=444061967,12.9470773,75.0238663,0.20831772713296154,0-5
Bantwal|BANTVALA|ARALA|SURVEYID=444061971,12.9470972,75.0238257,Bantwal|BANTVALA|ARALA|SURVEYID=444061980,12.9470878,75.0237915,3.8507580195928206,0-5
Bantwal|BANTVALA|ARALA|SURVEYID=444061976,12.9470994,75.0238286,Bantwal|BANTVALA|ARALA|SURVEYID=444061980,12.9470878,75.0237915,4.222297958290325,0-5
Bantwal|BANTVALA|ARALA|SURVEYID=444062061,12.9453228,75.0273846,Bantwal|BANTVALA|ARALA|SURVEYID=444062061,12.9453501,75.027421,4.977455722211817,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=442956832,12.8945395,75.0178613,Bantwal|BANTVALA|AMTADI|SURVEYID=442956832,12.894553,75.0178577,1.5510181795595752,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=445065852,12.9026433,75.013905,Bantwal|BANTVALA|AMTADI|SURVEYID=445065852,12.9026303,75.0138935,1.9087214994801616,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=40159521,12.9187861,75.0292129,Bantwal|BANTVALA|AMTADI|SURVEYID=40159521,12.9188441,75.0291656,8.238532679700688,5-10
Bantwal|BANTVALA|AMTADI|SURVEYID=445065867,12.9039712,75.0142614,Bantwal|BANTVALA|AMTADI|SURVEYID=445065867,12.9039183,75.0144017,16.304696384384307,10-25
Bantwal|BANTVALA|AMTADI|SURVEYID=40251048,12.9083851,75.0251689,Bantwal|BANTVALA|AMTADI|SURVEYID=40251485,12.9083333,75.025425,28.34868308309213,25-50
Bantwal|BANTVALA|AMTADI|SURVEYID=40251485,12.9082947,75.0254879,Bantwal|BANTVALA|AMTADI|SURVEYID=40251485,12.9083333,75.025425,8.056016916707565,5-10
Bantwal|BANTVALA|AMTADI|SURVEYID=40444880,12.9124493,75.0338309,Bantwal|BANTVALA|AMTADI|SURVEYID=40444880,12.9124402,75.0341071,29.952510361189518,25-50
Bantwal|BANTVALA|AMTADI|SURVEYID=445070190,12.9171841,75.0235638,Bantwal|BANTVALA|AMTADI|SURVEYID=442182499,12.918003,75.023559,91.05901149628224,50-100
Bantwal|BANTVALA|AMTADI|SURVEYID=40742092,12.9199236,75.0308474,Bantwal|BANTVALA|AMTADI|SURVEYID=40742092,12.9199295,75.0308312,1.8743192963791386,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=40749001,12.9201929,75.0300039,Bantwal|BANTVALA|AMTADI|SURVEYID=40749001,12.9201929,75.0300039,0.0,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=443064262,12.9189779,75.0279321,Bantwal|BANTVALA|AMTADI|SURVEYID=443064360,12.9189263,75.027984,8.034963229942184,5-10
Bantwal|BANTVALA|AMTADI|SURVEYID=443225945,12.89598,75.0181303,Bantwal|BANTVALA|AMTADI|SURVEYID=443225945,12.8959767,75.0181555,2.755971616749687,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130223,12.9634878,75.0982482,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,90.88812259869881,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130230,12.9634718,75.0982594,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,91.33727266119088,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130243,12.9634562,75.0982834,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,93.15215692621699,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130262,12.9634963,75.098184,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,84.92454619684634,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130270,12.9635776,75.098172,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,88.05224194468481,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130283,12.9635772,75.0982312,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,93.58608231143783,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130300,12.9636143,75.0982184,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,94.4686357340361,50-100
Bantwal|BANTVALA|ARALA|SURVEYID=445051067,12.9390325,75.0339172,Bantwal|BANTVALA|ARALA|SURVEYID=445243819,12.9378451,75.0334834,140.1526831282544,>100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130307,12.9636656,75.0981605,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,92.47021483940964,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42130319,12.9636518,75.0981164,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,87.73474703174485,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42136130,12.9770637,75.1102638,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42136130,12.9770634,75.1102639,0.03507415238494905,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42150810,12.9636811,75.0981966,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,96.6424484480416,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42150815,12.9637135,75.0982206,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,100.8751551626239,>100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42150824,12.9637133,75.0981559,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,95.3437922363518,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42150834,12.9637302,75.0981849,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,98.96662311970334,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42150848,12.9636839,75.0982045,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,97.51803819413456,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42150861,12.9637064,75.0982272,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,100.9794967069365,>100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42150874,12.963743,75.0981771,Bantwal|BANTVALA|PILIMOGRU|SURVEYID=444002199,12.9631694,75.0974757,99.22062011494978,50-100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157581,12.9748221,75.1163958,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157581,12.9748154,75.1163871,1.2015455940741413,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157599,12.9739917,75.1160029,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157662,12.9739518,75.1160683,8.360781911267027,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157710,12.9739233,75.1160829,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42157662,12.9739518,75.1160683,3.5419833285003177,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42468923,12.9609362,75.1116057,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=42468923,12.9609717,75.1115835,4.622684654404272,0-5
Bantwal|BANTVALA|ARALA|SURVEYID=445051148,12.9426358,75.0238822,Bantwal|BANTVALA|ARALA|SURVEYID=445051152,12.9426646,75.0238777,3.239332001878161,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437184,12.9713774,75.1169244,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437487,12.9714414,75.1169402,7.319517029465657,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437348,12.9713951,75.116931,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437487,12.9714414,75.1169402,5.243952568605233,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437639,12.9714016,75.1168942,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437487,12.9714414,75.1169402,6.665601465923279,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437770,12.9714162,75.1169258,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437487,12.9714414,75.1169402,3.207260035297334,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437876,12.9714255,75.116962,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437184,12.9714459,75.1169627,2.2696442934394327,0-5
Bantwal|BANTVALA|ARALA|SURVEYID=445051158,12.9431989,75.0231545,Bantwal|BANTVALA|ARALA|SURVEYID=445051160,12.9431871,75.0231292,3.039543733591974,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437985,12.9715362,75.116949,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438955,12.9715506,75.1169464,1.6258028994360443,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438089,12.9714929,75.117002,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437184,12.9714459,75.1169627,6.741449553789366,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438184,12.9715291,75.1169736,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438955,12.9715506,75.1169464,3.7950110546415985,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438256,12.9715283,75.116831,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437639,12.9714724,75.1168647,7.209066549976946,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438409,12.9715591,75.1168861,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438810,12.971541,75.1169071,3.037860826054772,0-5
Bantwal|BANTVALA|ARALA|SURVEYID=445123858,12.9443151,75.0087012,Bantwal|BANTVALA|ARALA|SURVEYID=445123858,12.9443283,75.0086836,2.4066880409594664,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438509,12.97159,75.1169683,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438955,12.9715506,75.1169464,4.982481407878892,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438662,12.9715751,75.1168876,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438810,12.971541,75.1169071,4.3407355941443955,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438810,12.9716243,75.1168758,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438810,12.971541,75.1169071,9.863947426120662,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438955,12.9715565,75.1168989,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438810,12.971541,75.1169071,1.939075264867294,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439107,12.9715747,75.1169209,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438955,12.9715506,75.1169464,3.849170627206557,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439245,12.9715701,75.1168601,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438810,12.971541,75.1169071,6.033806276790364,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439394,12.9714856,75.1170008,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442437184,12.9714459,75.1169627,6.044097176942251,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439513,12.9715115,75.1169455,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442438184,12.9715046,75.1169246,2.3911078357130338,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439643,12.9675788,75.1164676,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439937,12.9675745,75.116473,0.7556482143715251,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439752,12.9675303,75.1164325,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439643,12.967565,75.1164504,4.318553517020651,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440236,12.9675522,75.1165953,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439752,12.9675427,75.1165295,7.207859886023135,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440369,12.9676655,75.1163826,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442439643,12.967565,75.1164504,13.373756358625558,10-25
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440697,12.9708298,75.1145328,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442441316,12.9708332,75.1145575,2.7030058164017237,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440822,12.970804,75.1145037,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440975,12.9708244,75.1145009,2.2885769659400172,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440975,12.9708621,75.1144824,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440975,12.9708244,75.1145009,4.646694028609763,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442441316,12.9707934,75.1145166,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440975,12.9708244,75.1145009,3.843987652662884,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442448428,12.9708718,75.1144053,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442449285,12.9708848,75.1143876,2.4016722546594482,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442448653,12.9708588,75.114313,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442610482,12.9708632,75.1143346,2.3911164854641846,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442448844,12.971,75.1143744,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442448653,12.970925,75.1143886,8.480376536926924,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442449063,12.9708719,75.1142891,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442610482,12.9708632,75.1143346,5.0242885302147755,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442449285,12.9708362,75.1144363,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440526,12.9708179,75.114485,5.655761631649594,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442610465,12.9708921,75.114507,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442440697,12.970861,75.1145336,4.501846944458597,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442610500,12.9708268,75.114359,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442449457,12.9708244,75.1143668,0.8863210906017515,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=443923728,12.9224684,75.0302592,Bantwal|BANTVALA|AMTADI|SURVEYID=443923732,12.9224825,75.0302406,2.553777421612604,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=443923735,12.92254,75.0302197,Bantwal|BANTVALA|AMTADI|SURVEYID=443923735,12.9225102,75.0302258,3.378915529113842,0-5
Bantwal|BANTVALA|BADAGA KAJEKARU|SURVEYID=444456217,12.9132975,75.2002972,Bantwal|BANTVALA|BADAGA KAJEKARU|SURVEYID=444456217,12.9133332,75.200273,4.7578983514892474,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442788238,12.9812668,75.1185218,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442788978,12.9813211,75.1185536,6.951864553646874,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442850250,12.9801236,75.1177232,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=442788978,12.9813211,75.1185536,160.70564043761016,>100
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095649,12.9816132,75.1164249,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095649,12.9816047,75.1163948,3.395618152602217,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095663,12.9816504,75.1163758,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095721,12.9816664,75.1163664,2.050034952082507,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095677,12.9815996,75.116343,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095663,12.9816024,75.1163885,4.939884427547458,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095687,12.9815996,75.1164,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095649,12.9816047,75.1163948,0.7994095468429477,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=444009058,12.8945744,75.0170064,Bantwal|BANTVALA|AMTADI|SURVEYID=444009061,12.8945396,75.0170328,4.812687911050294,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095699,12.9815778,75.1164109,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095649,12.9816047,75.1163948,3.4626815868031198,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095712,12.9816694,75.1164087,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095712,12.9816737,75.1163845,2.6653796033127,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095721,12.9816471,75.1164123,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095712,12.9816737,75.1163845,4.221601997486402,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095731,12.981592,75.1163745,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095663,12.9816024,75.1163885,1.907469141785256,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095735,12.9816314,75.1162465,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095731,12.9816534,75.1163507,11.552363621838639,10-25
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095755,12.9816123,75.1162262,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095731,12.9816534,75.1163507,14.243057935445266,10-25
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095773,12.9817759,75.1153735,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095773,12.9817524,75.1155336,17.543013902435682,10-25
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095790,12.981752,75.1156095,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095773,12.9817524,75.1155336,8.224110603339765,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095809,12.9816761,75.1156719,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095800,12.981682,75.115656,1.8434981208065144,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095861,12.9816159,75.1159527,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443096011,12.9816267,75.1159089,4.895445279450251,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095884,12.9816113,75.1157485,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095922,12.981597,75.1157383,1.9364522238204338,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=444232858,12.8985735,75.0168613,Bantwal|BANTVALA|AMTADI|SURVEYID=444232858,12.8985518,75.0169432,9.199162281989324,5-10
Bantwal|BANTVALA|AMTADI|SURVEYID=444232898,12.8967807,75.0148021,Bantwal|BANTVALA|AMTADI|SURVEYID=444232898,12.8967094,75.0147855,8.129803769200162,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095912,12.9814884,75.115885,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095884,12.9815012,75.1158914,1.58324199370044,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095922,12.9814963,75.1158715,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095884,12.9815012,75.1158914,2.224000648610113,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095950,12.9815305,75.1158646,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095912,12.9815436,75.1158686,1.5197650191544552,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443096011,12.981689,75.1159564,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443096030,12.9816996,75.1159997,4.837474426475791,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443096030,12.9816625,75.1160826,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443095755,12.9816343,75.1160642,3.7158332611528895,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443472500,12.9663895,75.113066,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443472500,12.9664767,75.1131067,10.65206283610031,10-25
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474071,12.9633494,75.1159443,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474075,12.9633603,75.1159539,1.597233880149257,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474107,12.9655286,75.1142075,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474107,12.9655229,75.1142316,2.687290128686521,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474144,12.9654872,75.1140469,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474174,12.9654323,75.1140553,6.172087807272267,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474161,12.9654412,75.1141154,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474168,12.9654756,75.1141047,3.9969691680544495,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474181,12.9668584,75.1129661,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474187,12.9668162,75.1129002,8.54465653005011,5-10
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474184,12.9668386,75.1128824,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474187,12.9668162,75.1129002,3.1502668249249255,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474191,12.9667299,75.1128542,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474191,12.9667593,75.1128381,3.7055099546819092,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474194,12.9668182,75.112884,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474187,12.9668162,75.1129002,1.7694544245104635,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=41102016,12.9011748,75.0304011,Bantwal|BANTVALA|AMTADI|SURVEYID=41103480,12.9015649,75.0303401,43.87813155950226,25-50
Bantwal|BANTVALA|AMTADI|SURVEYID=41109056,12.9007368,75.0306439,Bantwal|BANTVALA|AMTADI|SURVEYID=41109066,12.9007069,75.0306247,3.9223208271296515,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=41109066,12.9007187,75.0306349,Bantwal|BANTVALA|AMTADI|SURVEYID=41109066,12.9007069,75.0306247,1.7157705749303191,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474254,12.9670671,75.1125981,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443474254,12.9671122,75.1125979,5.014938019081454,5-10
Bantwal|BANTVALA|AMTADI|SURVEYID=41110336,12.9006753,75.0306342,Bantwal|BANTVALA|AMTADI|SURVEYID=41110346,12.9006563,75.0306341,2.1127314093526484,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=41110346,12.9006815,75.030666,Bantwal|BANTVALA|AMTADI|SURVEYID=41110336,12.9006864,75.0306527,1.5410941888245686,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=41110357,12.9006641,75.0306426,Bantwal|BANTVALA|AMTADI|SURVEYID=41110346,12.9006563,75.0306341,1.265321331298729,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=41110365,12.9006987,75.0307264,Bantwal|BANTVALA|AMTADI|SURVEYID=41110365,12.900712,75.0307348,1.736681324141977,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443582038,12.9820383,75.1112133,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443582038,12.9821025,75.1112545,8.419605530511413,5-10
Bantwal|BANTVALA|AMTADI|SURVEYID=41117561,12.9014415,75.0308092,Bantwal|BANTVALA|AMTADI|SURVEYID=41117561,12.9014485,75.0308277,2.150948789662056,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715414,12.9897619,75.1114558,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715422,12.98975,75.111438,2.338907446222425,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715419,12.9896647,75.1115064,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715414,12.9896562,75.1114971,1.3815502613571142,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=41123916,12.9040796,75.0311049,Bantwal|BANTVALA|AMTADI|SURVEYID=41123916,12.9040796,75.0311049,0.0,0-5
Bantwal|BANTVALA|AMTADI|SURVEYID=41123930,12.9041301,75.0311029,Bantwal|BANTVALA|AMTADI|SURVEYID=41123930,12.9040939,75.0311203,4.445156510989395,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715422,12.9897855,75.1114227,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715434,12.9897684,75.1114162,2.0276702900840617,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715440,12.9897736,75.1114534,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715430,12.9897818,75.1114413,1.5969258722827615,0-5
Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715442,12.9897254,75.1114326,Bantwal|BANTVALA|AJJIBETTU|SURVEYID=443715422,12.98975,75.111438,2.7972690144932195,0-5
Bantwal|BANTVALA|ARALA|SURVEYID=40776144,12.9402509,75.0320632,Bantwal|BANTVALA|ARALA|SURVEYID=40776144,12.9402235,75.0320285,4.839814395954797,0-5
